"STATUS";"Order";"Art No";"Description";"Rcv";"Rcv Type";"RcvCty";"SL";"Act Order";"Plan Date";"TotOrd";"TotBal";"TotDsp";"TotBook";"Orig Date";"L";"T";"Rcvd Date";"Tot Csm Qty";"Order2";"Transit";"EndRcv";"EndRcvType";"EndRcvCty";"ITMOrdPlan";"LatestStockAvailDate";"StockAvailDate";"VmrOrdRefNo";"DelInd";"OrdSrc"
Conf;01591145339;00493714;PHALAENOPSIS ptd plant 3 ½ " Orchid/2-stem ass NA;039;STO;CA;3;N;24-Mar-2025;18;0;0;18;24-Mar-2025;1;E;;18;;N;039;STO;CA;N;;;;;
Conf;01591145340;40493712;PHALAENOPSIS ptd plant 4 ¾ " Orchid/2-stem ass NA;039;STO;CA;3;N;24-Mar-2025;24;0;0;24;24-Mar-2025;2;E;;24;;N;039;STO;CA;N;;;;;
Conf;01591145341;20593109;SAINTPAULIA N potted plant 4 " Afr violet 4-20 CA;039;STO;CA;5;N;24-Mar-2025;15;0;0;15;24-Mar-2025;1;E;;15;;N;039;STO;CA;N;;;;;
Conf;01591145342;00197902;SPATHIPHYLLUM potted plant 6" Peace lily NA;039;STO;CA;3;N;24-Mar-2025;12;0;0;12;24-Mar-2025;2;E;;12;;N;039;STO;CA;N;;;;;
Conf;01591145343;00483324;SUCCULENT pttd plnt w pot 2 ½ " ass/Succulent CA;039;STO;CA;3;N;24-Mar-2025;48;0;0;48;24-Mar-2025;3;E;;48;;N;039;STO;CA;N;;;;;
Conf;01591145344;70219137;TROPISK potted plant 12" tropicalplant/assorted NA;039;STO;CA;3;N;24-Mar-2025;8;0;0;8;24-Mar-2025;2;E;;8;;N;039;STO;CA;N;;;;;
Conf;01591145345;10069107;ZAMIOCULCAS potted plant 6" Aroid palm NA;039;STO;CA;3;N;24-Mar-2025;18;0;0;18;24-Mar-2025;3;E;;18;;N;039;STO;CA;N;;;;;
Conf;01591145346;20282758;ALOE VERA N potted plant 4 " Aloe NA;040;STO;CA;3;N;21-Mar-2025;36;0;0;36;21-Mar-2025;3;E;;36;;N;040;STO;CA;N;;;;;
Conf;01591145347;10120064;BEAUCARNEA potted plant 6" Elephant's foot NA;040;STO;CA;3;N;21-Mar-2025;14;0;0;14;21-Mar-2025;2;E;;14;;N;040;STO;CA;N;;;;;
Conf;01591145348;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;040;STO;CA;3;N;21-Mar-2025;24;0;0;24;21-Mar-2025;3;E;;24;;N;040;STO;CA;N;;;;;
Conf;01591145349;00038159;CRASSULA OVATA potted plant 6 " Money tree NA;040;STO;CA;5;N;21-Mar-2025;18;0;0;18;21-Mar-2025;3;E;;18;;N;040;STO;CA;N;;;;;
Conf;01591145350;80303531;DRACAENA MARGINATA po pl 8" Dragon tree/3-stem NA;040;STO;CA;3;N;21-Mar-2025;18;0;0;18;21-Mar-2025;3;E;;18;;N;040;STO;CA;N;;;;;
Conf;01591145351;30063595;DRACAENA plant 45 Lucky bamboo NA;040;STO;CA;3;N;21-Mar-2025;45;0;0;45;21-Mar-2025;1;E;;45;;N;040;STO;CA;N;;;;;
Conf;01591145352;90105781;DRACAENA plant 45 Lucky bamboo/spiral NA;040;STO;CA;3;N;21-Mar-2025;45;0;0;45;21-Mar-2025;1;E;;45;;N;040;STO;CA;N;;;;;
Conf;01591145353;80305361;EPIPREMNUM potted plant 6" Golden Pothos NA;040;STO;CA;3;N;21-Mar-2025;18;0;0;18;21-Mar-2025;3;E;;18;;N;040;STO;CA;N;;;;;
Conf;01591145354;60452659;FICUS pttd plnt w pot 14 bonsai/asst col CA;040;STO;CA;3;N;21-Mar-2025;12;0;0;12;21-Mar-2025;2;E;;12;;N;040;STO;CA;N;;;;;
Conf;01591145355;50452674;FICUS pttd plnt w pot 22 bonsai/asst col CA;040;STO;CA;3;N;21-Mar-2025;10;0;0;10;21-Mar-2025;5;E;;10;;N;040;STO;CA;N;;;;;
Conf;01591145356;20197227;HIMALAYAMIX pottd plnt 4 " assplantswithfoliage NA;040;STO;CA;3;N;21-Mar-2025;144;0;0;144;21-Mar-2025;12;E;;144;;N;040;STO;CA;N;;;;;
Conf;01591145357;40282757;KALANCHOE potted plant 4 ½" Flaming Katy/asstco NA;040;STO;CA;5;N;21-Mar-2025;15;0;0;15;21-Mar-2025;1;E;;15;;N;040;STO;CA;N;;;;;
Conf;01591145358;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;040;STO;CA;3;N;21-Mar-2025;12;0;0;12;21-Mar-2025;3;E;;12;;N;040;STO;CA;N;;;;;
Conf;01591145359;40399173;PACHIRA AQUATICA potted plant 5" Guineachestnut NA;040;STO;CA;3;N;21-Mar-2025;20;0;0;20;21-Mar-2025;2;E;;20;;N;040;STO;CA;N;;;;;
Conf;01591145360;80493673;PALMMIX potted plant 9 ½ " assorted NA;040;STO;CA;3;N;21-Mar-2025;12;0;0;12;21-Mar-2025;3;E;;12;;N;040;STO;CA;N;;;;;
Conf;01591145361;40493712;PHALAENOPSIS ptd plant 4 ¾ " Orchid/2-stem ass NA;040;STO;CA;3;N;21-Mar-2025;24;0;0;24;21-Mar-2025;2;E;;24;;N;040;STO;CA;N;;;;;
Conf;01591145362;20593109;SAINTPAULIA N potted plant 4 " Afr violet 4-20 CA;040;STO;CA;5;N;21-Mar-2025;15;0;0;15;21-Mar-2025;1;E;;15;;N;040;STO;CA;N;;;;;
Conf;01591145363;00197902;SPATHIPHYLLUM potted plant 6" Peace lily NA;040;STO;CA;3;N;21-Mar-2025;12;0;0;12;21-Mar-2025;2;E;;12;;N;040;STO;CA;N;;;;;
Conf;01591145364;60197230;SUCCULENT potted plant 4 " assorted/Succulent NA;040;STO;CA;3;N;21-Mar-2025;72;0;0;72;21-Mar-2025;6;E;;72;;N;040;STO;CA;N;;;;;
Conf;01591145365;00483324;SUCCULENT pttd plnt w pot 2 ½ " ass/Succulent CA;040;STO;CA;3;N;21-Mar-2025;48;0;0;48;21-Mar-2025;3;E;;48;;N;040;STO;CA;N;;;;;
Conf;01591145366;90493677;SUCCULENT pttd plnt w pot 5 " arrangement/ass NA;040;STO;CA;3;N;21-Mar-2025;12;0;0;12;21-Mar-2025;2;E;;12;;N;040;STO;CA;N;;;;;
Conf;01591145367;70219137;TROPISK potted plant 12" tropicalplant/assorted NA;040;STO;CA;3;N;21-Mar-2025;8;0;0;8;21-Mar-2025;2;E;;8;;N;040;STO;CA;N;;;;;
Conf;01591145368;10069107;ZAMIOCULCAS potted plant 6" Aroid palm NA;040;STO;CA;3;N;21-Mar-2025;18;0;0;18;21-Mar-2025;3;E;;18;;N;040;STO;CA;N;;;;;
Conf;01591145369;20282758;ALOE VERA N potted plant 4 " Aloe NA;149;STO;CA;3;N;24-Mar-2025;72;0;0;72;24-Mar-2025;6;E;;72;;N;149;STO;CA;N;;;;;
Conf;01591145370;10120064;BEAUCARNEA potted plant 6" Elephant's foot NA;149;STO;CA;3;N;24-Mar-2025;14;0;0;14;24-Mar-2025;2;E;;14;;N;149;STO;CA;N;;;;;
Conf;01591145371;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;149;STO;CA;3;N;24-Mar-2025;24;0;0;24;24-Mar-2025;3;E;;24;;N;149;STO;CA;N;;;;;
Conf;01591145372;30063595;DRACAENA plant 45 Lucky bamboo NA;149;STO;CA;3;N;24-Mar-2025;90;0;0;90;24-Mar-2025;2;E;;90;;N;149;STO;CA;N;;;;;
Conf;01591145373;90105781;DRACAENA plant 45 Lucky bamboo/spiral NA;149;STO;CA;3;N;24-Mar-2025;45;0;0;45;24-Mar-2025;1;E;;45;;N;149;STO;CA;N;;;;;
Conf;01591145374;80305361;EPIPREMNUM potted plant 6" Golden Pothos NA;149;STO;CA;3;N;24-Mar-2025;18;0;0;18;24-Mar-2025;3;E;;18;;N;149;STO;CA;N;;;;;
Conf;01591145375;50452674;FICUS pttd plnt w pot 22 bonsai/asst col CA;149;STO;CA;3;N;24-Mar-2025;10;0;0;10;24-Mar-2025;5;E;;10;;N;149;STO;CA;N;;;;;
Conf;01591145376;20197227;HIMALAYAMIX pottd plnt 4 " assplantswithfoliage NA;149;STO;CA;3;N;24-Mar-2025;108;0;0;108;24-Mar-2025;9;E;;108;;N;149;STO;CA;N;;;;;
Conf;01591145377;00197228;PACHIRA AQUATICA N 10" Guinea chestnut NA;149;STO;CA;3;N;24-Mar-2025;12;0;0;12;24-Mar-2025;3;E;;12;;N;149;STO;CA;N;;;;;
Conf;01591145378;80493673;PALMMIX potted plant 9 ½ " assorted NA;149;STO;CA;3;N;24-Mar-2025;12;0;0;12;24-Mar-2025;3;E;;12;;N;149;STO;CA;N;;;;;
Conf;01591145379;00493714;PHALAENOPSIS ptd plant 3 ½ " Orchid/2-stem ass NA;149;STO;CA;3;N;24-Mar-2025;18;0;0;18;24-Mar-2025;1;E;;18;;N;149;STO;CA;N;;;;;
Conf;01591145380;40493712;PHALAENOPSIS ptd plant 4 ¾ " Orchid/2-stem ass NA;149;STO;CA;3;N;24-Mar-2025;24;0;0;24;24-Mar-2025;2;E;;24;;N;149;STO;CA;N;;;;;
Conf;01591145381;20593109;SAINTPAULIA N potted plant 4 " Afr violet 4-20 CA;149;STO;CA;5;N;24-Mar-2025;15;0;0;15;24-Mar-2025;1;E;;15;;N;149;STO;CA;N;;;;;
Conf;01591145382;00197902;SPATHIPHYLLUM potted plant 6" Peace lily NA;149;STO;CA;3;N;24-Mar-2025;12;0;0;12;24-Mar-2025;2;E;;12;;N;149;STO;CA;N;;;;;
Conf;01591145383;00483324;SUCCULENT pttd plnt w pot 2 ½ " ass/Succulent CA;149;STO;CA;3;N;24-Mar-2025;48;0;0;48;24-Mar-2025;3;E;;48;;N;149;STO;CA;N;;;;;
Conf;01591145384;70219137;TROPISK potted plant 12" tropicalplant/assorted NA;149;STO;CA;3;N;24-Mar-2025;8;0;0;8;24-Mar-2025;2;E;;8;;N;149;STO;CA;N;;;;;
Conf;01591145385;10069107;ZAMIOCULCAS potted plant 6" Aroid palm NA;149;STO;CA;3;N;24-Mar-2025;18;0;0;18;24-Mar-2025;3;E;;18;;N;149;STO;CA;N;;;;;
Conf;01591145386;10120064;BEAUCARNEA potted plant 6" Elephant's foot NA;256;STO;CA;3;N;21-Mar-2025;14;0;0;14;21-Mar-2025;2;E;;14;;N;256;STO;CA;N;;;;;
Conf;01591145387;40445797;CACTACEAE pttd plnt w pot 6 Cactus/assorted 3-p NA;256;STO;CA;3;N;21-Mar-2025;24;0;0;24;21-Mar-2025;3;E;;24;;N;256;STO;CA;N;;;;;
Conf;01591145388;70120061;CHAMAEDOREA ELEGANS potted plant 6" Parlourpalm NA;256;STO;CA;3;N;21-Mar-2025;18;0;0;18;21-Mar-2025;3;E;;18;;N;256;STO;CA;N;;;;;
Conf;01591145389;30063595;DRACAENA plant 45 Lucky bamboo NA;256;STO;CA;3;N;21-Mar-2025;45;0;0;45;21-Mar-2025;1;E;;45;;N;256;STO;CA;N;;;;;
Conf;01591145390;90105781;DRACAENA plant 45 Lucky bamboo/spiral NA;256;STO;CA;3;N;21-Mar-2025;45;0;0;45;21-Mar-2025;1;E;;45;;N;256;STO;CA;N;;;;;
Conf;01591145391;80305361;EPIPREMNUM potted plant 6" Golden Pothos NA;256;STO;CA;3;N;21-Mar-2025;36;0;0;36;21-Mar-2025;6;E;;36;;N;256;STO;CA;N;;;;;
Conf;01591145392;50452674;FICUS pttd plnt w pot 22 bonsai/asst col CA;256;STO;CA;3;N;21-Mar-2025;10;0;0;10;21-Mar-2025;5;E;;10;;N;256;STO;CA;N;;;;;
Conf;01591145393;80426725;GYMNOCALYCIUM potted plant 4 " grafted cactus NA;256;STO;CA;3;N;21-Mar-2025;36;0;0;36;21-Mar-2025;3;E;;36;;N;256;STO;CA;N;;;;;
Conf;01591145394;20197227;HIMALAYAMIX pottd plnt 4 " assplantswithfoliage NA;256;STO;CA;3;N;21-Mar-2025;72;0;0;72;21-Mar-2025;6;E;;72;;N;256;STO;CA;N;;;;;
Conf;01591145395;40282757;KALANCHOE potted plant 4 ½" Flaming Katy/asstco NA;256;STO;CA;5;N;21-Mar-2025;15;0;0;15;21-Mar-2025;1;E;;15;;N;256;STO;CA;N;;;;;
